"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","PRYENRGSUPPLY","TOT","MLN_TOE","A","2000",108.107,
"AUS","PRYENRGSUPPLY","TOT","MLN_TOE","A","2001",105.749,
"AUS","PRYENRGSUPPLY","TOT","MLN_TOE","A","2002",109.458,
"AUS","PRYENRGSUPPLY","TOT","MLN_TOE","A","2003",110.743,
"AUS","PRYENRGSUPPLY","TOT","MLN_TOE","A","2004",112.662,
"AUS","PRYENRGSUPPLY","TOT","MLN_TOE","A","2005",113.485,
"AUS","PRYENRGSUPPLY","TOT","MLN_TOE","A","2006",117.94,
"AUS","PRYENRGSUPPLY","TOT","MLN_TOE","A","2007",121.171,
"AUS","PRYENRGSUPPLY","TOT","MLN_TOE","A","2008",125.751,
"AUS","PRYENRGSUPPLY","TOT","MLN_TOE","A","2009",125.931,
"AUS","PRYENRGSUPPLY","TOT","MLN_TOE","A","2010",126.24,
"AUS","PRYENRGSUPPLY","TOT","MLN_TOE","A","2011",126.969,
"AUS","PRYENRGSUPPLY","TOT","MLN_TOE","A","2012",125.575,
"AUS","PRYENRGSUPPLY","TOT","MLN_TOE","A","2013",127.388,
"AUS","PRYENRGSUPPLY","TOT","MLN_TOE","A","2014",126.755,
"AUS","PRYENRGSUPPLY","TOT","MLN_TOE","A","2015",126.589,
"AUS","PRYENRGSUPPLY","TOT","MLN_TOE","A","2016",126.207,
"AUS","PRYENRGSUPPLY","TOT","MLN_TOE","A","2017",127.881,
"AUT","PRYENRGSUPPLY","TOT","MLN_TOE","A","2000",28.609,
"AUT","PRYENRGSUPPLY","TOT","MLN_TOE","A","2001",30.229,
"AUT","PRYENRGSUPPLY","TOT","MLN_TOE","A","2002",30.483,
"AUT","PRYENRGSUPPLY","TOT","MLN_TOE","A","2003",32.136,
"AUT","PRYENRGSUPPLY","TOT","MLN_TOE","A","2004",32.656,
"AUT","PRYENRGSUPPLY","TOT","MLN_TOE","A","2005",33.605,
"AUT","PRYENRGSUPPLY","TOT","MLN_TOE","A","2006",33.94,
"AUT","PRYENRGSUPPLY","TOT","MLN_TOE","A","2007",33.266,
"AUT","PRYENRGSUPPLY","TOT","MLN_TOE","A","2008",33.518,
"AUT","PRYENRGSUPPLY","TOT","MLN_TOE","A","2009",31.867,
"AUT","PRYENRGSUPPLY","TOT","MLN_TOE","A","2010",33.998,
"AUT","PRYENRGSUPPLY","TOT","MLN_TOE","A","2011",32.959,
"AUT","PRYENRGSUPPLY","TOT","MLN_TOE","A","2012",32.87,
"AUT","PRYENRGSUPPLY","TOT","MLN_TOE","A","2013",33.282,
"AUT","PRYENRGSUPPLY","TOT","MLN_TOE","A","2014",32.052,
"AUT","PRYENRGSUPPLY","TOT","MLN_TOE","A","2015",32.803,
"AUT","PRYENRGSUPPLY","TOT","MLN_TOE","A","2016",33.175,
"AUT","PRYENRGSUPPLY","TOT","MLN_TOE","A","2017",33.782,
"BEL","PRYENRGSUPPLY","TOT","MLN_TOE","A","2000",58.053,
"BEL","PRYENRGSUPPLY","TOT","MLN_TOE","A","2001",57.668,
"BEL","PRYENRGSUPPLY","TOT","MLN_TOE","A","2002",55.773,
"BEL","PRYENRGSUPPLY","TOT","MLN_TOE","A","2003",58.205,
"BEL","PRYENRGSUPPLY","TOT","MLN_TOE","A","2004",58.512,
"BEL","PRYENRGSUPPLY","TOT","MLN_TOE","A","2005",58.141,
"BEL","PRYENRGSUPPLY","TOT","MLN_TOE","A","2006",57.435,
"BEL","PRYENRGSUPPLY","TOT","MLN_TOE","A","2007",56.33,
"BEL","PRYENRGSUPPLY","TOT","MLN_TOE","A","2008",58.092,
"BEL","PRYENRGSUPPLY","TOT","MLN_TOE","A","2009",55.706,
"BEL","PRYENRGSUPPLY","TOT","MLN_TOE","A","2010",60.054,
"BEL","PRYENRGSUPPLY","TOT","MLN_TOE","A","2011",55.899,
"BEL","PRYENRGSUPPLY","TOT","MLN_TOE","A","2012",53.582,
"BEL","PRYENRGSUPPLY","TOT","MLN_TOE","A","2013",55.827,
"BEL","PRYENRGSUPPLY","TOT","MLN_TOE","A","2014",52.72,
"BEL","PRYENRGSUPPLY","TOT","MLN_TOE","A","2015",52.582,
"BEL","PRYENRGSUPPLY","TOT","MLN_TOE","A","2016",55.587,
"BEL","PRYENRGSUPPLY","TOT","MLN_TOE","A","2017",55.338,
"CAN","PRYENRGSUPPLY","TOT","MLN_TOE","A","2000",253.657,
"CAN","PRYENRGSUPPLY","TOT","MLN_TOE","A","2001",250.013,
"CAN","PRYENRGSUPPLY","TOT","MLN_TOE","A","2002",250.759,
"CAN","PRYENRGSUPPLY","TOT","MLN_TOE","A","2003",263.975,
"CAN","PRYENRGSUPPLY","TOT","MLN_TOE","A","2004",270.578,
"CAN","PRYENRGSUPPLY","TOT","MLN_TOE","A","2005",272.394,
"CAN","PRYENRGSUPPLY","TOT","MLN_TOE","A","2006",276.601,
"CAN","PRYENRGSUPPLY","TOT","MLN_TOE","A","2007",276.603,
"CAN","PRYENRGSUPPLY","TOT","MLN_TOE","A","2008",269.642,
"CAN","PRYENRGSUPPLY","TOT","MLN_TOE","A","2009",259.321,
"CAN","PRYENRGSUPPLY","TOT","MLN_TOE","A","2010",259.221,
"CAN","PRYENRGSUPPLY","TOT","MLN_TOE","A","2011",265.163,
"CAN","PRYENRGSUPPLY","TOT","MLN_TOE","A","2012",267.168,
"CAN","PRYENRGSUPPLY","TOT","MLN_TOE","A","2013",272.814,
"CAN","PRYENRGSUPPLY","TOT","MLN_TOE","A","2014",279.905,
"CAN","PRYENRGSUPPLY","TOT","MLN_TOE","A","2015",277.979,
"CAN","PRYENRGSUPPLY","TOT","MLN_TOE","A","2016",289.991,
"CAN","PRYENRGSUPPLY","TOT","MLN_TOE","A","2017",302.181,
"CZE","PRYENRGSUPPLY","TOT","MLN_TOE","A","2000",41.242,
"CZE","PRYENRGSUPPLY","TOT","MLN_TOE","A","2001",42.307,
"CZE","PRYENRGSUPPLY","TOT","MLN_TOE","A","2002",42.841,
"CZE","PRYENRGSUPPLY","TOT","MLN_TOE","A","2003",44.723,
"CZE","PRYENRGSUPPLY","TOT","MLN_TOE","A","2004",45.751,
"CZE","PRYENRGSUPPLY","TOT","MLN_TOE","A","2005",45.25,
"CZE","PRYENRGSUPPLY","TOT","MLN_TOE","A","2006",46.274,
"CZE","PRYENRGSUPPLY","TOT","MLN_TOE","A","2007",46.195,
"CZE","PRYENRGSUPPLY","TOT","MLN_TOE","A","2008",45.277,
"CZE","PRYENRGSUPPLY","TOT","MLN_TOE","A","2009",42.587,
"CZE","PRYENRGSUPPLY","TOT","MLN_TOE","A","2010",45.13,
"CZE","PRYENRGSUPPLY","TOT","MLN_TOE","A","2011",43.5,
"CZE","PRYENRGSUPPLY","TOT","MLN_TOE","A","2012",43.195,
"CZE","PRYENRGSUPPLY","TOT","MLN_TOE","A","2013",43.224,
"CZE","PRYENRGSUPPLY","TOT","MLN_TOE","A","2014",41.935,
"CZE","PRYENRGSUPPLY","TOT","MLN_TOE","A","2015",41.996,
"CZE","PRYENRGSUPPLY","TOT","MLN_TOE","A","2016",41.502,
"CZE","PRYENRGSUPPLY","TOT","MLN_TOE","A","2017",43.326,
"DNK","PRYENRGSUPPLY","TOT","MLN_TOE","A","2000",18.642,
"DNK","PRYENRGSUPPLY","TOT","MLN_TOE","A","2001",19.216,
"DNK","PRYENRGSUPPLY","TOT","MLN_TOE","A","2002",19.012,
"DNK","PRYENRGSUPPLY","TOT","MLN_TOE","A","2003",20.104,
"DNK","PRYENRGSUPPLY","TOT","MLN_TOE","A","2004",19.448,
"DNK","PRYENRGSUPPLY","TOT","MLN_TOE","A","2005",18.884,
"DNK","PRYENRGSUPPLY","TOT","MLN_TOE","A","2006",20.279,
"DNK","PRYENRGSUPPLY","TOT","MLN_TOE","A","2007",19.806,
"DNK","PRYENRGSUPPLY","TOT","MLN_TOE","A","2008",19.303,
"DNK","PRYENRGSUPPLY","TOT","MLN_TOE","A","2009",18.4,
"DNK","PRYENRGSUPPLY","TOT","MLN_TOE","A","2010",19.449,
"DNK","PRYENRGSUPPLY","TOT","MLN_TOE","A","2011",17.979,
"DNK","PRYENRGSUPPLY","TOT","MLN_TOE","A","2012",17.249,
"DNK","PRYENRGSUPPLY","TOT","MLN_TOE","A","2013",17.269,
"DNK","PRYENRGSUPPLY","TOT","MLN_TOE","A","2014",16.254,
"DNK","PRYENRGSUPPLY","TOT","MLN_TOE","A","2015",16.186,
"DNK","PRYENRGSUPPLY","TOT","MLN_TOE","A","2016",16.571,
"DNK","PRYENRGSUPPLY","TOT","MLN_TOE","A","2017",16.697,
"FIN","PRYENRGSUPPLY","TOT","MLN_TOE","A","2000",32.389,
"FIN","PRYENRGSUPPLY","TOT","MLN_TOE","A","2001",33.234,
"FIN","PRYENRGSUPPLY","TOT","MLN_TOE","A","2002",34.963,
"FIN","PRYENRGSUPPLY","TOT","MLN_TOE","A","2003",36.867,
"FIN","PRYENRGSUPPLY","TOT","MLN_TOE","A","2004",37.272,
"FIN","PRYENRGSUPPLY","TOT","MLN_TOE","A","2005",34.392,
"FIN","PRYENRGSUPPLY","TOT","MLN_TOE","A","2006",37.426,
"FIN","PRYENRGSUPPLY","TOT","MLN_TOE","A","2007",36.857,
"FIN","PRYENRGSUPPLY","TOT","MLN_TOE","A","2008",35.358,
"FIN","PRYENRGSUPPLY","TOT","MLN_TOE","A","2009",33.395,
"FIN","PRYENRGSUPPLY","TOT","MLN_TOE","A","2010",36.538,
"FIN","PRYENRGSUPPLY","TOT","MLN_TOE","A","2011",35.147,
"FIN","PRYENRGSUPPLY","TOT","MLN_TOE","A","2012",33.923,
"FIN","PRYENRGSUPPLY","TOT","MLN_TOE","A","2013",33.386,
"FIN","PRYENRGSUPPLY","TOT","MLN_TOE","A","2014",34.113,
"FIN","PRYENRGSUPPLY","TOT","MLN_TOE","A","2015",32.448,
"FIN","PRYENRGSUPPLY","TOT","MLN_TOE","A","2016",33.639,
"FIN","PRYENRGSUPPLY","TOT","MLN_TOE","A","2017",33.445,
"FRA","PRYENRGSUPPLY","TOT","MLN_TOE","A","2000",251.741,
"FRA","PRYENRGSUPPLY","TOT","MLN_TOE","A","2001",260.353,
"FRA","PRYENRGSUPPLY","TOT","MLN_TOE","A","2002",260.998,
"FRA","PRYENRGSUPPLY","TOT","MLN_TOE","A","2003",267.595,
"FRA","PRYENRGSUPPLY","TOT","MLN_TOE","A","2004",271.478,
"FRA","PRYENRGSUPPLY","TOT","MLN_TOE","A","2005",272.658,
"FRA","PRYENRGSUPPLY","TOT","MLN_TOE","A","2006",268.246,
"FRA","PRYENRGSUPPLY","TOT","MLN_TOE","A","2007",265.308,
"FRA","PRYENRGSUPPLY","TOT","MLN_TOE","A","2008",266.495,
"FRA","PRYENRGSUPPLY","TOT","MLN_TOE","A","2009",254.968,
"FRA","PRYENRGSUPPLY","TOT","MLN_TOE","A","2010",262.864,
"FRA","PRYENRGSUPPLY","TOT","MLN_TOE","A","2011",257.76,
"FRA","PRYENRGSUPPLY","TOT","MLN_TOE","A","2012",257.624,
"FRA","PRYENRGSUPPLY","TOT","MLN_TOE","A","2013",258.754,
"FRA","PRYENRGSUPPLY","TOT","MLN_TOE","A","2014",248.698,
"FRA","PRYENRGSUPPLY","TOT","MLN_TOE","A","2015",252.431,
"FRA","PRYENRGSUPPLY","TOT","MLN_TOE","A","2016",247.67,
"FRA","PRYENRGSUPPLY","TOT","MLN_TOE","A","2017",247.49,
"DEU","PRYENRGSUPPLY","TOT","MLN_TOE","A","2000",336.597,
"DEU","PRYENRGSUPPLY","TOT","MLN_TOE","A","2001",346.693,
"DEU","PRYENRGSUPPLY","TOT","MLN_TOE","A","2002",338.914,
"DEU","PRYENRGSUPPLY","TOT","MLN_TOE","A","2003",338.099,
"DEU","PRYENRGSUPPLY","TOT","MLN_TOE","A","2004",340.925,
"DEU","PRYENRGSUPPLY","TOT","MLN_TOE","A","2005",338.939,
"DEU","PRYENRGSUPPLY","TOT","MLN_TOE","A","2006",348.942,
"DEU","PRYENRGSUPPLY","TOT","MLN_TOE","A","2007",331.018,
"DEU","PRYENRGSUPPLY","TOT","MLN_TOE","A","2008",335.164,
"DEU","PRYENRGSUPPLY","TOT","MLN_TOE","A","2009",313,
"DEU","PRYENRGSUPPLY","TOT","MLN_TOE","A","2010",329.547,
"DEU","PRYENRGSUPPLY","TOT","MLN_TOE","A","2011",312.42,
"DEU","PRYENRGSUPPLY","TOT","MLN_TOE","A","2012",314.742,
"DEU","PRYENRGSUPPLY","TOT","MLN_TOE","A","2013",321.468,
"DEU","PRYENRGSUPPLY","TOT","MLN_TOE","A","2014",307.284,
"DEU","PRYENRGSUPPLY","TOT","MLN_TOE","A","2015",308.845,
"DEU","PRYENRGSUPPLY","TOT","MLN_TOE","A","2016",310.061,
"DEU","PRYENRGSUPPLY","TOT","MLN_TOE","A","2017",311.054,
"GRC","PRYENRGSUPPLY","TOT","MLN_TOE","A","2000",27.144,
"GRC","PRYENRGSUPPLY","TOT","MLN_TOE","A","2001",28.063,
"GRC","PRYENRGSUPPLY","TOT","MLN_TOE","A","2002",28.385,
"GRC","PRYENRGSUPPLY","TOT","MLN_TOE","A","2003",29.208,
"GRC","PRYENRGSUPPLY","TOT","MLN_TOE","A","2004",29.77,
"GRC","PRYENRGSUPPLY","TOT","MLN_TOE","A","2005",30.31,
"GRC","PRYENRGSUPPLY","TOT","MLN_TOE","A","2006",30.292,
"GRC","PRYENRGSUPPLY","TOT","MLN_TOE","A","2007",30.245,
"GRC","PRYENRGSUPPLY","TOT","MLN_TOE","A","2008",30.462,
"GRC","PRYENRGSUPPLY","TOT","MLN_TOE","A","2009",29.487,
"GRC","PRYENRGSUPPLY","TOT","MLN_TOE","A","2010",27.665,
"GRC","PRYENRGSUPPLY","TOT","MLN_TOE","A","2011",26.798,
"GRC","PRYENRGSUPPLY","TOT","MLN_TOE","A","2012",26.605,
"GRC","PRYENRGSUPPLY","TOT","MLN_TOE","A","2013",23.39,
"GRC","PRYENRGSUPPLY","TOT","MLN_TOE","A","2014",23.188,
"GRC","PRYENRGSUPPLY","TOT","MLN_TOE","A","2015",23.244,
"GRC","PRYENRGSUPPLY","TOT","MLN_TOE","A","2016",22.731,
"GRC","PRYENRGSUPPLY","TOT","MLN_TOE","A","2017",23.102,
"HUN","PRYENRGSUPPLY","TOT","MLN_TOE","A","2000",25,
"HUN","PRYENRGSUPPLY","TOT","MLN_TOE","A","2001",25.601,
"HUN","PRYENRGSUPPLY","TOT","MLN_TOE","A","2002",25.604,
"HUN","PRYENRGSUPPLY","TOT","MLN_TOE","A","2003",26.139,
"HUN","PRYENRGSUPPLY","TOT","MLN_TOE","A","2004",26.072,
"HUN","PRYENRGSUPPLY","TOT","MLN_TOE","A","2005",28.052,
"HUN","PRYENRGSUPPLY","TOT","MLN_TOE","A","2006",27.802,
"HUN","PRYENRGSUPPLY","TOT","MLN_TOE","A","2007",27.25,
"HUN","PRYENRGSUPPLY","TOT","MLN_TOE","A","2008",26.871,
"HUN","PRYENRGSUPPLY","TOT","MLN_TOE","A","2009",25.546,
"HUN","PRYENRGSUPPLY","TOT","MLN_TOE","A","2010",26.514,
"HUN","PRYENRGSUPPLY","TOT","MLN_TOE","A","2011",25.934,
"HUN","PRYENRGSUPPLY","TOT","MLN_TOE","A","2012",24.704,
"HUN","PRYENRGSUPPLY","TOT","MLN_TOE","A","2013",23.894,
"HUN","PRYENRGSUPPLY","TOT","MLN_TOE","A","2014",23.831,
"HUN","PRYENRGSUPPLY","TOT","MLN_TOE","A","2015",25.192,
"HUN","PRYENRGSUPPLY","TOT","MLN_TOE","A","2016",25.503,
"HUN","PRYENRGSUPPLY","TOT","MLN_TOE","A","2017",26.625,
"ISL","PRYENRGSUPPLY","TOT","MLN_TOE","A","2000",3.119,
"ISL","PRYENRGSUPPLY","TOT","MLN_TOE","A","2001",3.018,
"ISL","PRYENRGSUPPLY","TOT","MLN_TOE","A","2002",3.107,
"ISL","PRYENRGSUPPLY","TOT","MLN_TOE","A","2003",3.107,
"ISL","PRYENRGSUPPLY","TOT","MLN_TOE","A","2004",3.074,
"ISL","PRYENRGSUPPLY","TOT","MLN_TOE","A","2005",3.123,
"ISL","PRYENRGSUPPLY","TOT","MLN_TOE","A","2006",3.869,
"ISL","PRYENRGSUPPLY","TOT","MLN_TOE","A","2007",4.595,
"ISL","PRYENRGSUPPLY","TOT","MLN_TOE","A","2008",5.191,
"ISL","PRYENRGSUPPLY","TOT","MLN_TOE","A","2009",5.387,
"ISL","PRYENRGSUPPLY","TOT","MLN_TOE","A","2010",5.415,
"ISL","PRYENRGSUPPLY","TOT","MLN_TOE","A","2011",5.793,
"ISL","PRYENRGSUPPLY","TOT","MLN_TOE","A","2012",5.655,
"ISL","PRYENRGSUPPLY","TOT","MLN_TOE","A","2013",5.897,
"ISL","PRYENRGSUPPLY","TOT","MLN_TOE","A","2014",5.876,
"ISL","PRYENRGSUPPLY","TOT","MLN_TOE","A","2015",5.594,
"ISL","PRYENRGSUPPLY","TOT","MLN_TOE","A","2016",5.277,
"ISL","PRYENRGSUPPLY","TOT","MLN_TOE","A","2017",5.557,
"IRL","PRYENRGSUPPLY","TOT","MLN_TOE","A","2000",13.802,
"IRL","PRYENRGSUPPLY","TOT","MLN_TOE","A","2001",14.358,
"IRL","PRYENRGSUPPLY","TOT","MLN_TOE","A","2002",14.402,
"IRL","PRYENRGSUPPLY","TOT","MLN_TOE","A","2003",14.05,
"IRL","PRYENRGSUPPLY","TOT","MLN_TOE","A","2004",14.483,
"IRL","PRYENRGSUPPLY","TOT","MLN_TOE","A","2005",14.612,
"IRL","PRYENRGSUPPLY","TOT","MLN_TOE","A","2006",14.671,
"IRL","PRYENRGSUPPLY","TOT","MLN_TOE","A","2007",14.988,
"IRL","PRYENRGSUPPLY","TOT","MLN_TOE","A","2008",14.864,
"IRL","PRYENRGSUPPLY","TOT","MLN_TOE","A","2009",14.389,
"IRL","PRYENRGSUPPLY","TOT","MLN_TOE","A","2010",14.359,
"IRL","PRYENRGSUPPLY","TOT","MLN_TOE","A","2011",13.163,
"IRL","PRYENRGSUPPLY","TOT","MLN_TOE","A","2012",13.144,
"IRL","PRYENRGSUPPLY","TOT","MLN_TOE","A","2013",13.072,
"IRL","PRYENRGSUPPLY","TOT","MLN_TOE","A","2014",12.811,
"IRL","PRYENRGSUPPLY","TOT","MLN_TOE","A","2015",13.363,
"IRL","PRYENRGSUPPLY","TOT","MLN_TOE","A","2016",14.005,
"IRL","PRYENRGSUPPLY","TOT","MLN_TOE","A","2017",13.588,
"ITA","PRYENRGSUPPLY","TOT","MLN_TOE","A","2000",171.537,
"ITA","PRYENRGSUPPLY","TOT","MLN_TOE","A","2001",172.113,
"ITA","PRYENRGSUPPLY","TOT","MLN_TOE","A","2002",173.32,
"ITA","PRYENRGSUPPLY","TOT","MLN_TOE","A","2003",181.617,
"ITA","PRYENRGSUPPLY","TOT","MLN_TOE","A","2004",182.878,
"ITA","PRYENRGSUPPLY","TOT","MLN_TOE","A","2005",186.374,
"ITA","PRYENRGSUPPLY","TOT","MLN_TOE","A","2006",184.674,
"ITA","PRYENRGSUPPLY","TOT","MLN_TOE","A","2007",184.077,
"ITA","PRYENRGSUPPLY","TOT","MLN_TOE","A","2008",181.654,
"ITA","PRYENRGSUPPLY","TOT","MLN_TOE","A","2009",169.62,
"ITA","PRYENRGSUPPLY","TOT","MLN_TOE","A","2010",173.737,
"ITA","PRYENRGSUPPLY","TOT","MLN_TOE","A","2011",167.969,
"ITA","PRYENRGSUPPLY","TOT","MLN_TOE","A","2012",161.34,
"ITA","PRYENRGSUPPLY","TOT","MLN_TOE","A","2013",155.39,
"ITA","PRYENRGSUPPLY","TOT","MLN_TOE","A","2014",146.769,
"ITA","PRYENRGSUPPLY","TOT","MLN_TOE","A","2015",152.563,
"ITA","PRYENRGSUPPLY","TOT","MLN_TOE","A","2016",150.977,
"ITA","PRYENRGSUPPLY","TOT","MLN_TOE","A","2017",153.445,
"JPN","PRYENRGSUPPLY","TOT","MLN_TOE","A","2000",515.873,
"JPN","PRYENRGSUPPLY","TOT","MLN_TOE","A","2001",507.341,
"JPN","PRYENRGSUPPLY","TOT","MLN_TOE","A","2002",508.877,
"JPN","PRYENRGSUPPLY","TOT","MLN_TOE","A","2003",505.367,
"JPN","PRYENRGSUPPLY","TOT","MLN_TOE","A","2004",521.967,
"JPN","PRYENRGSUPPLY","TOT","MLN_TOE","A","2005",519.58,
"JPN","PRYENRGSUPPLY","TOT","MLN_TOE","A","2006",519.646,
"JPN","PRYENRGSUPPLY","TOT","MLN_TOE","A","2007",514.644,
"JPN","PRYENRGSUPPLY","TOT","MLN_TOE","A","2008",495.227,
"JPN","PRYENRGSUPPLY","TOT","MLN_TOE","A","2009",474.902,
"JPN","PRYENRGSUPPLY","TOT","MLN_TOE","A","2010",499.535,
"JPN","PRYENRGSUPPLY","TOT","MLN_TOE","A","2011",462.809,
"JPN","PRYENRGSUPPLY","TOT","MLN_TOE","A","2012",451.394,
"JPN","PRYENRGSUPPLY","TOT","MLN_TOE","A","2013",454.666,
"JPN","PRYENRGSUPPLY","TOT","MLN_TOE","A","2014",438.655,
"JPN","PRYENRGSUPPLY","TOT","MLN_TOE","A","2015",432.379,
"JPN","PRYENRGSUPPLY","TOT","MLN_TOE","A","2016",428.538,
"JPN","PRYENRGSUPPLY","TOT","MLN_TOE","A","2017",431.09,
"KOR","PRYENRGSUPPLY","TOT","MLN_TOE","A","2000",186.571,
"KOR","PRYENRGSUPPLY","TOT","MLN_TOE","A","2001",189.126,
"KOR","PRYENRGSUPPLY","TOT","MLN_TOE","A","2002",198.702,
"KOR","PRYENRGSUPPLY","TOT","MLN_TOE","A","2003",202.752,
"KOR","PRYENRGSUPPLY","TOT","MLN_TOE","A","2004",208.327,
"KOR","PRYENRGSUPPLY","TOT","MLN_TOE","A","2005",210.289,
"KOR","PRYENRGSUPPLY","TOT","MLN_TOE","A","2006",213.737,
"KOR","PRYENRGSUPPLY","TOT","MLN_TOE","A","2007",222.243,
"KOR","PRYENRGSUPPLY","TOT","MLN_TOE","A","2008",227.115,
"KOR","PRYENRGSUPPLY","TOT","MLN_TOE","A","2009",229.272,
"KOR","PRYENRGSUPPLY","TOT","MLN_TOE","A","2010",250.029,
"KOR","PRYENRGSUPPLY","TOT","MLN_TOE","A","2011",260.504,
"KOR","PRYENRGSUPPLY","TOT","MLN_TOE","A","2012",263.481,
"KOR","PRYENRGSUPPLY","TOT","MLN_TOE","A","2013",263.835,
"KOR","PRYENRGSUPPLY","TOT","MLN_TOE","A","2014",268.36,
"KOR","PRYENRGSUPPLY","TOT","MLN_TOE","A","2015",272.62,
"KOR","PRYENRGSUPPLY","TOT","MLN_TOE","A","2016",282.322,
"KOR","PRYENRGSUPPLY","TOT","MLN_TOE","A","2017",282.175,
"LUX","PRYENRGSUPPLY","TOT","MLN_TOE","A","2000",3.352,
"LUX","PRYENRGSUPPLY","TOT","MLN_TOE","A","2001",3.526,
"LUX","PRYENRGSUPPLY","TOT","MLN_TOE","A","2002",3.661,
"LUX","PRYENRGSUPPLY","TOT","MLN_TOE","A","2003",3.863,
"LUX","PRYENRGSUPPLY","TOT","MLN_TOE","A","2004",4.297,
"LUX","PRYENRGSUPPLY","TOT","MLN_TOE","A","2005",4.386,
"LUX","PRYENRGSUPPLY","TOT","MLN_TOE","A","2006",4.335,
"LUX","PRYENRGSUPPLY","TOT","MLN_TOE","A","2007",4.214,
"LUX","PRYENRGSUPPLY","TOT","MLN_TOE","A","2008",4.215,
"LUX","PRYENRGSUPPLY","TOT","MLN_TOE","A","2009",3.962,
"LUX","PRYENRGSUPPLY","TOT","MLN_TOE","A","2010",4.226,
"LUX","PRYENRGSUPPLY","TOT","MLN_TOE","A","2011",4.179,
"LUX","PRYENRGSUPPLY","TOT","MLN_TOE","A","2012",4.101,
"LUX","PRYENRGSUPPLY","TOT","MLN_TOE","A","2013",3.978,
"LUX","PRYENRGSUPPLY","TOT","MLN_TOE","A","2014",3.827,
"LUX","PRYENRGSUPPLY","TOT","MLN_TOE","A","2015",3.73,
"LUX","PRYENRGSUPPLY","TOT","MLN_TOE","A","2016",3.692,
"LUX","PRYENRGSUPPLY","TOT","MLN_TOE","A","2017",3.765,
"MEX","PRYENRGSUPPLY","TOT","MLN_TOE","A","2000",150.823,
"MEX","PRYENRGSUPPLY","TOT","MLN_TOE","A","2001",155.282,
"MEX","PRYENRGSUPPLY","TOT","MLN_TOE","A","2002",156.924,
"MEX","PRYENRGSUPPLY","TOT","MLN_TOE","A","2003",168.158,
"MEX","PRYENRGSUPPLY","TOT","MLN_TOE","A","2004",171.22,
"MEX","PRYENRGSUPPLY","TOT","MLN_TOE","A","2005",180.593,
"MEX","PRYENRGSUPPLY","TOT","MLN_TOE","A","2006",183.563,
"MEX","PRYENRGSUPPLY","TOT","MLN_TOE","A","2007",182.783,
"MEX","PRYENRGSUPPLY","TOT","MLN_TOE","A","2008",183.841,
"MEX","PRYENRGSUPPLY","TOT","MLN_TOE","A","2009",179.905,
"MEX","PRYENRGSUPPLY","TOT","MLN_TOE","A","2010",178.539,
"MEX","PRYENRGSUPPLY","TOT","MLN_TOE","A","2011",186.934,
"MEX","PRYENRGSUPPLY","TOT","MLN_TOE","A","2012",191.726,
"MEX","PRYENRGSUPPLY","TOT","MLN_TOE","A","2013",191.919,
"MEX","PRYENRGSUPPLY","TOT","MLN_TOE","A","2014",188.18,
"MEX","PRYENRGSUPPLY","TOT","MLN_TOE","A","2015",184.889,
"MEX","PRYENRGSUPPLY","TOT","MLN_TOE","A","2016",184.926,
"MEX","PRYENRGSUPPLY","TOT","MLN_TOE","A","2017",180.69,
"NLD","PRYENRGSUPPLY","TOT","MLN_TOE","A","2000",74.776,
"NLD","PRYENRGSUPPLY","TOT","MLN_TOE","A","2001",76.753,
"NLD","PRYENRGSUPPLY","TOT","MLN_TOE","A","2002",77.589,
"NLD","PRYENRGSUPPLY","TOT","MLN_TOE","A","2003",80.469,
"NLD","PRYENRGSUPPLY","TOT","MLN_TOE","A","2004",81.176,
"NLD","PRYENRGSUPPLY","TOT","MLN_TOE","A","2005",79.865,
"NLD","PRYENRGSUPPLY","TOT","MLN_TOE","A","2006",79.128,
"NLD","PRYENRGSUPPLY","TOT","MLN_TOE","A","2007",78.835,
"NLD","PRYENRGSUPPLY","TOT","MLN_TOE","A","2008",78.2,
"NLD","PRYENRGSUPPLY","TOT","MLN_TOE","A","2009",77.129,
"NLD","PRYENRGSUPPLY","TOT","MLN_TOE","A","2010",82.726,
"NLD","PRYENRGSUPPLY","TOT","MLN_TOE","A","2011",76.987,
"NLD","PRYENRGSUPPLY","TOT","MLN_TOE","A","2012",77.06,
"NLD","PRYENRGSUPPLY","TOT","MLN_TOE","A","2013",75.429,
"NLD","PRYENRGSUPPLY","TOT","MLN_TOE","A","2014",71.092,
"NLD","PRYENRGSUPPLY","TOT","MLN_TOE","A","2015",72.636,
"NLD","PRYENRGSUPPLY","TOT","MLN_TOE","A","2016",74.078,
"NLD","PRYENRGSUPPLY","TOT","MLN_TOE","A","2017",74.547,
"NZL","PRYENRGSUPPLY","TOT","MLN_TOE","A","2000",16.919,
"NZL","PRYENRGSUPPLY","TOT","MLN_TOE","A","2001",16.93,
"NZL","PRYENRGSUPPLY","TOT","MLN_TOE","A","2002",16.901,
"NZL","PRYENRGSUPPLY","TOT","MLN_TOE","A","2003",16.656,
"NZL","PRYENRGSUPPLY","TOT","MLN_TOE","A","2004",17.087,
"NZL","PRYENRGSUPPLY","TOT","MLN_TOE","A","2005",16.664,
